Este Norte Cota Ni Fe Mg SiO2 Cr razon SiMg TipoRoca
1768.9 1815.9 86 0.63 35.9 0.78 14.72 19 1.4 18.87 13
1769 1670.8 111.4 0.86 50.7 0.4 5 8.5 2.56 12.5 10
1769 1782 94.5 0.65 34.9 0.72 14.73 18.8 2.11 20.46 13
1769 1718.2 79.5 3.28 15.6 15.99 44.87 1.8 1.24 2.81 42
1769.1 1683 104.7 0.96 31 0.9 33.6 4.2 1.64 37.33 20
1769.1 1718.6 96.9 1.68 43.9 1.1 12 9.3 2.68 10.91 44
1769.1 1671.2 98.9 0.85 9.5 9.2 65.9 0.9 0.55 7.16 80
1769.2 1731 103.9 1.22 45.2 0.8 8.7 10.6 2.92 10.88 44
1769.2 1646.1 78.4 2.15 12.5 23.16 40.88 1.8 1.11 1.77 40
1769.2 1746.3 107.4 1.15 42.4 1 7.6 12.8 3.23 7.6 44
1769.3 1711 104.2 1.26 43.1 1.4 12.1 8.1 3.15 8.64 44
1769.3 1654.1 85.4 1.91 17.3 14.12 43.08 2.4 1.51 3.05 42
1769.3 1698.5 92.6 3.65 13.8 17.15 43.04 2.2 0.97 2.51 42
1769.3 1649 93.1 2.11 13.8 14.5 47.74 2 0.87 3.29 42
1769.4 1678.5 85.7 2.06 14.8 9.75 50.96 2.3 1.07 5.23 42
1769.4 1762.5 102.9 0.57 31.3 0.4 18 22.1 1.74 45 13
1769.4 1790.3 100.8 0.45 25.3 1.6 21.8 21.8 1.49 13.62 13
1769.4 1643.6 117.7 1.36 49.9 0.7 7.7 9.6 2.64 11 44
1769.4 1700.8 104.6 1.33 48.7 0.5 7.1 6.9 3.22 14.2 44
1769.4 1738.2 96.1 1.32 47.2 0.9 7.1 9.9 2.6 7.89 44
1769.5 1703.7 85.7 1.11 13.5 18.75 43.91 1.9 0.76 2.34 42
1769.5 1726.9 103.8 1.14 50.2 0.8 8.2 9.8 2.69 10.25 44
1769.7 1790.5 90.9 0.87 44.4 1.25 6.99 12.1 3.15 5.59 10
1769.7 1707.1 79.4 1.61 14.5 11.71 49.6 1.9 1.13 4.24 42
1769.8 1740.3 85.4 2.27 22.2 4.42 40.84 3 1.52 9.24 42
1769.8 1830.7 94.5 0.35 27 0.32 20.47 22.6 1.35 63.97 13
1769.8 1805.3 94.3 0.43 30.4 0.57 18.09 21 1.63 31.74 13
1769.8 1776.2 91.6 1.44 49.1 1.16 6.71 9.5 3.19 5.78 44
1769.9 1717.3 92.5 1.85 27.4 2.35 36.75 2.7 2.14 15.64 43
1769.9 1728.1 92.3 2.25 30.2 5.43 26.82 4.5 1.75 4.94 42
1769.9 1648.1 117.7 0.95 50.8 0.7 6.4 10.1 2.28 9.14 10
1769.9 1665.9 111.3 0.93 49.6 0.6 6.5 8.7 0.18 10.83 10
1769.9 1728.7 85.4 3.6 15.9 15.9 41.59 2.2 1.12 2.62 42
1769.9 1671.3 98.6 2.5 20.4 6.2 46.2 2.7 1.38 7.45 42
1769.9 1665.9 98.6 1.65 29.4 3.3 33.7 3.5 2.04 10.21 20
1770 1793.4 94 0.5 32.6 0.67 17.64 21 1.75 26.33 13
1770 1768.5 102.6 0.49 28.5 0.4 19.7 22.2 1.59 49.25 13
1770 1749.7 103.3 0.66 34.2 0.5 14 17.6 1.86 28 13
1770.1 1837.6 94.3 0.33 28.1 0.43 18.4 21.8 1.4 42.79 13
1770.1 1839.1 82.2 0.72 47.1 0.87 5.96 12.6 1.92 6.85 10
1770.1 1839.1 78.7 0.76 48.4 1.11 5.16 12.2 2.08 4.65 10
1770.2 1660.5 85.4 1.71 27 6.98 35.82 3.2 1.87 5.13 42
1770.2 1674.1 92.8 2.83 19.9 13.17 33.68 3.5 1.52 2.56 42
1770.2 1714.1 97.1 2.89 28.7 7 26.3 5.1 1.77 3.76 42
1770.2 1658.9 98.9 2.03 14.2 16.7 45.5 1.1 0.86 2.72 42
1770.2 1676.6 118.2 0.76 47.3 0.8 6.3 10.1 2.03 7.88 10
1770.2 1695.7 79.2 1.01 16.8 9.06 44.66 2.7 1.24 4.93 42
1770.3 1754.2 102.8 0.8 35.5 0.7 14.9 18.8 2.11 21.29 13
1770.3 1685.8 85.6 0.54 9.2 24.28 46.71 1.5 0.53 1.92 40
1770.4 1689.6 104.7 1.28 43.2 0.9 10.3 8.2 3.07 11.44 24
1770.4 1651.7 78.4 1.22 9.6 25.62 43.7 1.2 0.82 1.71 40
1770.4 1684.6 78.9 0.92 11.1 18.25 48.03 1.4 0.82 2.63 40
1770.4 1698.6 98.8 1.91 40.1 2.2 15 4.1 2.76 6.82 44
1770.4 1756.6 85 1.45 37.6 1.24 20.79 6.1 2.4 16.77 44
1770.4 1776.7 94.6 0.83 36.9 0.61 12.53 16.9 2.41 20.54 13
1770.4 1783.5 86.5 1.51 52.7 0.87 6.08 6.5 1.65 6.99 44
1770.4 1783.5 83 1.64 51.2 1.02 6.57 6.8 1.91 6.44 44
1770.5 1655.8 93.1 2.35 11.6 20.61 46.33 1.3 0.68 2.25 40
1770.5 1683.1 99 3.89 19.2 11.4 35.6 2.7 1.57 3.12 42
1770.6 1662.7 93 4.25 11.5 18.94 45.48 1 0.86 2.4 40
1770.6 1710.9 85.6 2.33 20.5 7.95 42.11 3.5 1.48 5.3 42
1770.6 1786 101.2 0.45 26.9 2.1 21 20.7 1.49 10 13
1770.6 1736.5 79.5 1.71 24.3 5.1 37.97 3.8 1.57 7.45 42
1770.6 1837.6 89.1 0.52 37.4 1.2 13.21 17.5 1.38 11.01 10
1770.6 1837.6 85.6 0.55 38.3 1.16 12.27 17.3 1.48 10.58 10
1770.7 1640.6 111.2 1.46 43.7 1.4 13.4 5.7 1.7 9.57 24
1770.7 1706.2 92.6 1.77 13.2 13.37 52.37 0.9 0.98 3.92 42
1770.7 1673.7 78.5 4.37 17.6 10.94 43.01 2.8 1.45 3.93 42
1770.7 1707.5 104.3 1.14 42.3 0.7 13.1 7 2.25 18.71 10
1770.7 1660.7 105 2.37 22.3 9.6 36.6 2.5 1.44 3.81 42
1770.8 1663.7 111.5 1.1 49.7 0.6 5.8 8.1 3.05 9.67 10
1770.8 1663.1 78.5 2.85 10.6 22.06 45.13 1.3 0.88 2.05 40
1770.9 1812.3 94.5 0.43 28.3 0.5 19.94 22 1.47 39.88 13
1770.9 1800.7 90.6 0.75 44.1 1.25 7.14 13.4 3.14 5.71 10
1770.9 1686.8 118.2 0.75 40.2 6.4 14.5 8.5 1.44 2.27 30
1770.9 1830.8 89.2 0.65 41.5 0.91 9.46 15.3 1.85 10.4 10
1770.9 1830.8 85.7 0.7 45.1 0.79 6.61 13.1 1.98 8.37 10
1770.9 1742.6 107.3 1.41 44.9 0.9 7.2 11.8 3.43 8 44
1771 1643.4 105 1.88 44.5 1.2 13.2 6.4 2.99 11 44
1771 1722.7 103.9 1.61 48.4 0.9 8.7 9.6 3.29 9.67 44
1771 1666.7 98.8 1.19 27.7 2.1 40.7 2.8 1.56 19.38 43
1771 1826.1 81.9 1.09 47.9 0.65 4.78 7.3 1.86 7.35 44
1771 1826.1 78.4 1.31 50.3 0.79 4.73 7.5 2.25 5.99 44
1771 1725.3 79.6 3.77 10.5 20.17 46.18 0.6 0.72 2.29 40
1771.1 1684.9 98.3 3.27 18.7 11.4 39.8 3.3 1.38 3.49 42
1771.1 1643.3 85.4 2.26 19.4 9.61 43.1 2.9 1.45 4.48 30
1771.1 1720.4 104.2 1.42 46.6 0.6 9 9.5 2.85 15 44
1771.1 1786.2 91.2 1.01 45.5 1.13 7.03 12.2 2.73 6.22 10
1771.2 1734 96.2 1.5 45.5 1 8.3 10.3 2.6 8.3 44
1771.2 1667.8 85.6 2.44 12.7 19.02 43.93 2.2 0.95 2.31 42
1771.3 1734.4 92.1 1.58 43.2 1.14 14.39 7.4 2.59 12.62 44
1771.4 1692.8 85.6 2.39 19.2 13.5 37.22 2.8 1.16 2.76 42
1771.4 1648.3 104.9 2.12 26.7 4.1 37.8 3.7 2.01 9.22 42
1771.4 1831.1 82 1.02 49.5 0.73 5.28 8.7 1.93 7.23 44
1771.4 1831.1 78.5 1.2 49.9 0.87 5.35 8 2.01 6.15 44
1771.5 1738.2 103.7 0.99 43.5 0.7 8.3 13.3 2.98 11.86 10
1771.6 1764.5 102.7 0.56 30.3 0.5 17.9 22.7 1.86 35.8 13
1771.6 1713.9 79.5 3.48 15.4 12.41 46.37 2 1.29 3.74 42
1771.6 1757.5 103 0.64 35.1 0.5 14.1 18.3 1.9 28.2 13
1771.6 1773 86.6 1.5 49.5 1.15 7.18 9.4 2.42 6.24 44
1771.6 1773 83.1 1.47 47 1.26 7.26 8.6 2.18 5.76 44
1771.6 1641.2 78.4 2.56 14.7 9.62 49.9 1.9 1.26 5.19 42
1771.6 1788.2 94 0.61 37.2 0.82 13.16 18.4 2.17 16.05 13
1771.7 1717.8 85.5 2.92 18.3 11.98 43.52 1.9 1.44 3.63 42
1771.7 1682.2 111.8 0.95 50.6 0.4 6.1 8.5 3.27 15.25 10
1771.8 1655 105.2 3.1 16.6 16.5 40.5 2.4 0.97 2.45 42
1771.8 1819.4 94.5 0.43 27.9 0.54 20.98 22.6 1.48 38.85 13
1771.9 1671.9 118.1 1.04 52.6 0.3 4 7.7 2.48 13.33 10
1771.9 1812 75.5 1.56 49.4 0.69 5.68 6.6 1.94 8.23 44
1771.9 1812 72 1.74 47.5 1.06 5.71 7.7 2.46 5.39 44
1771.9 1645.4 111.3 0.94 37.6 5.7 15.8 6.2 1.65 2.77 30
1771.9 1670.6 104.6 0.87 47.9 0.9 7.7 4.7 2.48 8.56 10
1772 1724 92.4 1.58 43.6 1.14 13.02 7.7 2.64 11.42 44
1772 1692.1 104.5 1.38 42.7 0.9 9.9 6.5 3.03 11 44
1772 1796.2 90.8 0.83 43.2 1.13 8.62 13.2 2.53 7.63 10
1772 1680.3 92.7 2.96 19.8 9.12 38.78 4 1.93 4.25 42
1772 1797.2 82 1.6 51.3 0.86 6 7.1 1.95 6.98 44
1772 1797.2 78.5 1.63 50.6 0.58 4.53 7.3 1.86 7.81 44
1772 1650.2 85.4 1.55 9.2 24.26 47.64 1.3 0.67 1.96 40
1772 1817 75.5 1.46 50.5 0.7 5.15 6.8 1.87 7.36 44
1772 1817 72 1.54 49.6 0.67 6.64 6.9 1.83 9.91 44
1772 1737.1 107.4 1.28 46.1 0.9 7.4 11.4 3.19 8.22 44
1772.1 1702.6 79.2 1.14 16.7 11.83 48.64 2.6 1.22 4.11 42
1772.1 1669.7 92.9 4.46 11.3 17.94 46.01 1.5 0.81 2.56 40
1772.1 1729.3 96.5 1.54 45.6 0.9 8.3 9.7 2.75 9.22 44
1772.1 1712.6 92.6 2.32 24.6 5.81 34.84 4 2.09 6 42
1772.1 1678.2 98.9 4.32 11.4 19.3 41 1.4 1.03 2.12 40
1772.1 1717.8 104 1.76 48.4 1 9.2 9.1 2.58 9.2 44
1772.2 1696.6 104.7 1.02 48.9 0.5 7.8 6.6 2.68 15.6 10
1772.2 1643.5 98.5 2.65 20.8 9.4 38.3 3.3 1.66 4.07 42
1772.2 1822.1 75.6 1.43 49.8 0.67 5.03 7.3 1.81 7.51 44
1772.2 1822.1 72.1 1.21 49.6 0.65 5.67 5.8 1.85 8.72 44
1772.2 1653.5 105 2.68 15.9 16.9 43.5 2.1 1.05 2.57 42
1772.3 1658.1 105.2 2.82 15.8 14.9 44.2 2 1.15 2.97 42
1772.3 1763.3 102.8 0.47 29.3 0.2 18.9 22 1.57 94.5 13
1772.3 1674.6 85.6 1.93 12 19.5 46.97 1.6 0.73 2.41 40
1772.3 1691.6 79.1 1.69 17.4 13.71 45.58 2.8 1.35 3.32 42
1772.4 1726.9 104.2 1.06 47.2 0.6 7.8 10.5 2.98 13 10
1772.4 1681.6 118.1 0.79 48.2 1.2 6.1 10 2.28 5.08 10
1772.4 1699.5 85.6 1.86 18.9 6.29 48.47 3.4 1.41 7.71 42
1772.4 1694 92.6 2.49 12 18.88 41.22 1.8 0.69 2.18 40
1772.5 1826.8 75.5 1.43 50.7 0.72 4.59 6.5 2.04 6.38 44
1772.5 1826.8 72 1.24 51.1 0.66 4.66 6.7 1.73 7.06 44
1772.5 1745.3 103.5 0.83 35.4 0.6 13.8 17.8 2.33 23 13
1772.5 1775.6 102.2 0.47 29.3 0.5 19.8 22.8 1.58 39.6 13
1772.5 1743 79.3 1.8 23.7 3.79 37.09 2.5 2.2 9.79 42
1772.5 1680.5 78.7 2.06 18.6 14.39 39.91 3 1.47 2.77 42
1772.5 1733.6 103.6 1.4 47.2 0.9 7.4 10.5 2.87 8.22 44
1772.5 1781.9 91.4 1.33 47.8 1.21 6.58 10.1 2.9 5.44 44
1772.6 1640.7 92.9 1.95 17 7 43.7 1.8 1.3 6.24 42
1772.6 1658.7 78.4 2.91 16.8 13.14 42.42 1.8 1.59 3.23 42
1772.6 1776.7 86.5 1.5 48 0.83 10.36 5.7 1.79 12.48 44
1772.6 1776.7 83 1.45 43.5 1.05 12.79 6.1 2 12.18 44
1772.7 1686.9 92.6 2.4 11.8 19.33 42.31 1.9 0.76 2.19 40
1772.7 1687.1 104.6 1.6 35.9 0.8 20.7 5.7 1.92 25.88 43
1772.7 1724.5 85.4 3.04 23.6 9.04 37.45 2.1 1.44 4.14 42
1772.7 1669.7 78.5 1.17 10.3 23.18 46.01 1.4 0.66 1.98 40
1772.7 1746.7 85.2 3.19 18.5 11.88 41.46 2 1.13 3.49 42
1772.8 1740.9 92 1.48 42.1 1.22 14.28 7.4 2.55 11.7 44
1772.9 1826.4 94.5 0.36 26.6 0.3 21.04 23.2 1.33 70.13 13
1772.9 1831.9 71.9 1.33 50.2 0.8 4.7 7.1 2.57 5.88 44
1772.9 1831.9 75.4 1.33 50.1 1.46 5.51 6.5 2.06 3.77 44
1772.9 1801.6 81.8 1.48 53.8 0.56 4.65 7.1 1.95 8.3 44
1772.9 1801.6 78.3 1.52 52.7 0.67 5.75 7.2 1.84 8.58 44
1772.9 1836.9 71.9 1.25 50.3 0.78 4.21 7.2 1.76 5.4 44
1772.9 1836.9 75.4 1.22 48.3 1.25 5.61 6.9 1.87 4.49 44
1772.9 1714.6 104.3 1.76 50 0.6 7.6 7.2 2.69 12.67 44
1773 1657 85.4 1.84 16.8 4.86 53.3 2.3 2.89 10.97 42
1773.1 1699.7 79.2 1.01 14.3 17.49 48.03 2 0.97 2.75 42
1773.1 1724.8 96.6 1.6 46.6 0.9 8.5 8.9 2.67 9.44 44
1773.1 1732.1 79.5 2.69 21.2 5.79 42.99 1.9 1.38 7.42 42
1773.1 1675.3 111.5 1.14 49.4 2 6.4 6.1 1.93 3.2 24
1773.1 1760.3 102.6 0.65 33.8 0.8 15.1 19.6 1.99 18.88 13
1773.2 1692.7 79.1 1.57 14.1 16.52 47.11 2.3 1 2.85 42
1773.3 1681.8 85.6 2.95 15.3 17.82 39.25 2.9 1.14 2.2 42
1773.3 1669.6 99 2 30 1.9 34.2 3.2 1.56 18 20
1773.3 1665.8 104.8 1.61 32.9 2.1 28.3 4.1 2.11 13.48 43
1773.3 1833.7 94.3 0.35 26.6 0.35 19.8 22.6 1.35 56.57 13
1773.3 1706.6 79.3 1.52 17.3 8.34 48.2 2.6 1.25 5.78 42
1773.3 1818.5 89.6 0.57 37.7 0.7 13.23 17.6 1.52 18.9 13
1773.3 1818.5 86.1 0.86 46.2 0.8 8.25 11.3 1.98 10.31 10
1773.3 1748.6 91.9 1.49 40.8 0.98 18.19 6.2 2.43 18.56 44
1773.4 1720.6 79.5 3.85 11.2 17.64 49.62 0.9 0.69 2.81 42
1773.4 1706.4 85.6 1.98 14.9 11.4 50.55 2.2 0.98 4.43 42
1773.4 1663.1 105.1 1.9 35.2 2.5 21.5 5.3 2.43 8.6 43
1773.4 1701.8 92.6 1.88 35.1 3.19 22.74 6.6 2.53 7.13 44
1773.4 1685.7 78.9 1.12 14.8 15.48 47.84 2.4 0.95 3.09 42
1773.4 1678.7 78.7 2.05 11.9 19.8 46.66 1.8 0.87 2.36 40
1773.4 1704.6 98.6 1.07 31.3 0.9 32.8 2.9 1.86 36.44 43
1773.5 1680 111.7 1.01 48.8 0.7 5.8 8.1 0.33 8.29 24
1773.5 1689.6 98.7 2.72 20.3 11.6 35.2 3.2 1.37 3.03 42
1773.5 1684.9 111.9 0.77 44.7 0.6 7.3 12.7 0.23 12.17 10
1773.6 1691.5 97.9 4.35 10.3 18.7 44.9 1.2 0.62 2.4 40
1773.6 1671.6 78.6 0.62 8.1 26.64 43.45 1.3 0.57 1.63 50
1773.6 1673 99 1.17 10.1 3.7 69.9 0.8 0.5 18.89 80
1773.6 1676.3 98.5 5.56 9.6 21.2 43 1.5 0.75 2.03 40
1773.7 1664.6 78.5 1.25 11.4 21.26 46.35 1.9 0.81 2.18 40
1773.7 1668 105 3 25 4.4 32.8 2.9 1.19 7.45 30
1773.7 1762.7 84.8 2.19 36.6 2.51 22.13 5.4 3.07 8.82 44
1773.8 1783.1 94.1 0.74 37.7 0.67 13.24 17.7 2.47 19.76 13
1773.8 1667.7 111.6 1.03 47.5 0.7 6.7 8.6 2.89 9.57 44
1773.8 1647.9 78.3 1.73 11.1 18.45 50.21 1.4 0.95 2.72 40
1773.8 1730.3 92.3 1.51 41.6 1.11 15.09 7.6 2.53 13.59 44
1773.8 1664.7 99 1.32 31.4 2.2 31.8 4.9 2.13 14.45 43
1773.8 1840.8 94 0.34 28.4 0.38 16.87 20.9 1.44 44.39 13
1773.9 1748.1 107.3 0.97 39.2 0.8 9.8 14.4 2.62 12.25 10
1773.9 1702.8 104.5 0.98 47.2 0.6 7.9 9.5 2.72 13.17 10
1773.9 1657.6 78.3 1.79 17.8 14.43 43.41 1.8 1.17 3.01 42
1774 1732.2 85.3 3.47 21.2 10.54 39.13 2 1.23 3.71 42
1774 1642.6 117.6 1.17 49.4 0.7 8.5 9.8 2.21 12.14 44
1774 1650.4 78.2 1.25 13.4 17.35 47.63 1.6 1 2.75 42
1774.1 1709.3 79.4 1.79 21.4 9.09 41.02 3.7 1.71 4.51 42
1774.1 1664 85.5 1.77 13.7 17.86 46.19 1.9 0.96 2.59 42
1774.1 1648.4 93 2.84 14.7 16.7 41.3 1.8 1.2 2.47 42
1774.1 1643.5 78.3 2.1 14 13.76 51.66 1.3 0.97 3.75 42
1774.1 1698.3 79.1 0.95 14.6 13.92 49.36 2.4 1.1 3.55 42
1774.1 1770.5 102.1 0.64 32.6 1 17.7 18.8 1.95 17.7 13
1774.1 1791.8 91.1 0.84 44.1 1.14 6.82 14.1 2.88 5.98 10
1774.2 1690.2 118.1 0.6 27.2 12.4 23.6 8.5 1.05 1.9 30
1774.2 1688.7 85.6 1.9 21.2 8.92 37.25 4.1 1.62 4.18 42
1774.2 1719.8 92.5 3.21 24.4 8.91 30.41 2.8 2.07 3.41 42
1774.3 1728.7 103.8 1.43 48 1 7.7 11.2 3.3 7.7 44
1774.3 1671.2 111.4 0.93 46.9 0.5 6.6 8.6 1.72 13.2 24
1774.3 1770.3 102.4 0.49 28.5 0.4 20.7 23 1.49 51.75 13
1774.3 1687.2 79 0.62 10.3 25 48.48 1.4 0.65 1.94 40
1774.3 1755.5 91.9 1.67 48.4 0.96 7.85 9.1 3.06 8.18 44
1774.4 1721.9 104.3 1.33 46.5 0.5 7.3 8.5 2.78 14.6 44
1774.4 1676.6 92.7 5.75 9 20.87 41.8 1.5 0.65 2 40
1774.4 1713.6 85.5 3.05 10.9 22.65 44.73 0.6 0.69 1.97 40
1774.4 1802.6 90.6 0.72 45.2 1.16 7.78 12.2 2.68 6.71 10
1774.4 1654.8 110.3 0.98 47.2 0.8 8.5 5.5 1.91 10.63 44
1774.5 1672.2 98.5 2.17 19.8 9.7 43 2.5 1.13 4.43 42
1774.5 1647.5 117.6 1.2 49.8 0.6 8.2 9.1 2.17 13.67 44
1774.5 1740.1 96 1.64 48.7 0.9 7.2 10.1 2.77 8 44
1774.5 1665.1 78.4 1.35 11.4 22.08 44.38 1.7 0.73 2.01 40
1774.6 1734.4 103.9 1.03 36.5 0.5 12.6 16 2.62 25.2 10
1774.6 1650.6 99.8 2.72 18.3 13.6 39.5 2.8 1.12 2.9 42
1774.6 1750.4 79.2 2.43 11.4 20.15 45.17 1.4 0.72 2.24 40
1774.7 1708.2 92.6 3.01 11.5 21.52 40.83 1.2 0.66 1.9 40
1774.7 1676.1 78.6 0.72 8.5 24.64 43.95 1.4 0.57 1.78 40
1774.8 1677.3 104.6 0.92 40.7 0.8 11.9 7.6 2.72 14.87 10
1774.8 1660.3 98.9 2.14 11.5 20.3 45.1 1.1 0.67 2.22 40
1774.8 1753.7 103.1 0.61 32.7 0.5 16 19.4 1.87 32 13
1774.8 1791 100.4 0.42 23.5 0.6 22.9 23.4 1.41 38.17 13
1774.8 1676.6 118 0.71 49.2 0.4 4.4 9.7 2.01 11 10
1774.8 1688.7 73.6 0.38 8.5 28.33 45.08 1 0.57 1.59 50
1774.9 1788.6 86.3 1.36 50.6 0.7 5.1 7.9 2.02 7.29 44
1774.9 1788.6 82.8 1.38 49.6 0.77 5.05 7.9 2.07 6.56 44
1774.9 1738.6 79.3 3.63 18.2 14.21 38.66 2.7 1.11 2.72 42
1775 1646.4 85.2 1.83 14.1 15.53 49.9 1.4 1.18 3.21 42
1775 1681.4 73.1 0.65 8.9 25.01 45.07 1.2 0.59 1.8 40
1775 1684.5 98.8 4.05 11.8 19.6 39.5 1.5 0.81 2.02 40
1775 1739 85.3 2.8 28.1 4.92 32.31 3.3 1.98 6.57 42
1775.1 1643.4 78.3 1.7 18.5 13.73 39.4 2.5 1.7 2.87 42
1775.1 1678.2 112 1.03 51.8 0.5 6.1 6.9 3.28 12.2 10
1775.1 1670.9 85.5 1.21 9.2 26.1 45.56 1.4 0.59 1.75 40
1775.2 1743.9 107.3 1.54 44.1 1 8.3 12.5 3.44 8.3 44
1775.2 1674.7 72.9 0.57 8.8 26.72 44 1 0.62 1.65 50
1775.2 1736.8 92.1 1.55 47 0.86 8.33 8.6 2.67 9.69 44
1775.2 1698 97.6 3.23 22.7 12.4 33.6 2.7 1.43 2.71 42
1775.3 1755.8 102.6 0.73 35.8 0.8 14.3 18.7 2.22 17.88 13
1775.3 1695.6 85.5 1.39 15.1 13.28 49.26 2.1 1.01 3.71 42
1775.3 1652.6 117.5 0.99 45.2 0.5 6.4 8.5 1.94 12.8 24
1775.3 1697.6 92.5 2.62 17.4 13.66 41.45 1.7 1.01 3.03 42
1775.4 1667.6 72.9 0.95 11.2 21.48 48.06 2 0.9 2.24 40
1775.4 1735.7 96.1 1.53 45.7 1 7.3 12.1 2.8 7.3 44
1775.5 1727.6 79.4 1.77 26.1 4.19 37.07 1.7 1.72 8.85 42
1775.5 1685.5 118 0.67 32.6 9.5 19.4 8.2 1.21 2.04 30
1775.5 1683.4 92.6 3.05 13 19.38 41.47 2.2 0.93 2.14 42
1775.5 1720.4 85.4 3.83 12.5 21.52 43.47 0.8 0.74 2.02 40
1775.6 1752.8 84.9 3.1 18.9 14.39 37.14 2.6 1.06 2.58 42
1775.6 1834.6 82.3 1.02 49.9 0.85 4.9 8.4 1.99 5.76 44
1775.6 1834.6 78.8 1.2 50.5 0.69 4.67 7.5 2.07 6.77 44
1775.6 1659.6 72.8 1.94 11 23.51 44.85 1 0.79 1.91 40
1775.6 1760.3 102.9 0.6 31.6 0.4 17.7 20.6 1.74 44.25 13
1775.6 1724.8 103.9 1.49 49 0.9 8.9 11 2.99 9.89 44
1775.6 1698 104.5 1.09 48.1 0.9 8 9.1 2.75 8.89 10
1775.7 1654.2 78.3 1.32 12.3 18.91 45.85 1.2 1.05 2.42 42
1775.7 1814.4 89.6 0.72 43 1.05 9.81 13.6 1.74 9.34 10
1775.7 1814.4 86.1 0.7 41.5 0.77 8.85 16 1.64 11.49 10
1775.7 1651.7 72.6 1.55 11.1 22.33 46.98 1 0.99 2.1 40
1775.7 1685.5 111.6 1.04 49 0.9 7.3 9.9 2.88 8.11 10
1775.7 1741 103.8 0.75 30.5 0.3 16.1 18.8 1.87 53.67 13
1775.8 1655.3 93.1 0.93 11.1 23 45 1.4 0.68 1.96 40
1775.8 1690.4 92.5 3.58 13.9 18.32 40.68 2 0.95 2.22 42
1775.8 1672.4 104.7 1.57 28.8 1.4 35.5 3.5 1.69 25.36 43
1775.8 1792.7 86.3 1.52 51.4 0.51 5.07 7.4 1.88 9.94 44
1775.8 1792.7 82.8 1.47 51.6 0.48 4.71 6.9 1.79 9.81 44
1775.8 1763 91.8 1.46 48.3 0.9 6.62 9.7 3.17 7.36 44
1775.9 1766 102.3 0.51 29 0.5 20.1 23.2 1.66 40.2 13
1775.9 1653.1 85.3 1.9 23.8 5.57 40.13 4.1 1.9 7.2 42
1775.9 1643.1 104.7 2.44 23.8 8.7 38.9 3.5 1.73 4.47 42
1775.9 1716.3 79.3 2.7 12.3 19.59 47.21 1 0.89 2.41 40
1776 1642.7 104.9 1.93 23.3 5.5 41.9 3.9 1.73 7.62 42
1776 1660.8 105.1 3.32 20.4 10.3 38 1.9 1.26 3.69 42
1776 1797.9 90.8 0.86 44.6 1.26 6.93 12.7 3.35 5.5 10
1776 1710.5 104.5 1.03 47.5 0.6 7.3 7.9 2.76 12.17 10
1776.1 1677.8 85.5 1.36 11.2 22.11 45.28 1.8 0.76 2.05 40
1776.1 1787 91.2 1.18 44.2 1.34 7.46 12.4 3.65 5.57 44
1776.1 1692.3 104.7 0.99 46.9 0.8 6.1 6.4 4.27 7.63 10
1776.2 1786.7 75.8 2.96 15.8 14.76 40.34 1.9 0.53 2.73 42
1776.2 1753.6 95.3 1.67 46 1 7.1 11.6 3.26 7.1 44
1776.2 1705.1 79.2 1.37 13.8 13.83 48.13 1.7 0.95 3.48 42
1776.2 1825.4 82 1.18 52.6 0.5 4.61 6.7 1.9 9.22 44
1776.2 1825.4 78.5 1.28 47.8 0.48 4.64 6.7 1.51 9.67 44
1776.2 1726.5 92.4 1.59 36.9 1.1 20.67 5.9 2.3 18.79 43
1776.3 1702.4 85.4 1.41 13.2 18.92 45.82 2 0.86 2.42 42
1776.3 1728.8 104.1 1.13 40.6 0.7 11.2 12.4 3.15 16 10
1776.3 1809.6 90.2 0.82 44.4 1.08 7.72 13.5 2.93 7.15 10
1776.3 1686.2 98.1 2.74 16.6 15.3 40.6 2.8 1.11 2.65 42
1776.4 1694.1 79.2 1.01 11.2 22.72 45.81 1.7 0.69 2.02 40
1776.4 1682.9 78.7 0.76 11.6 20.96 45.01 1.7 0.79 2.15 40
1776.5 1715.6 92.5 3.81 19 17.49 33.02 2.4 1.06 1.89 42
1776.5 1834.7 89.1 0.54 37.6 0.81 12.58 17.3 1.46 15.53 13
1776.5 1834.7 85.6 0.51 36.3 1.02 14 18.4 1.4 13.73 13
1776.5 1781.8 86.3 1.41 50.9 0.63 5.16 7.4 1.82 8.19 44
1776.5 1781.8 82.8 1.51 52.5 0.5 5.27 6.7 1.8 10.54 44
1776.6 1796.7 72.2 2.5 23.7 8.42 33.4 3.4 0.88 3.97 42
1776.6 1703.2 79.2 1.01 13.3 17.27 48.21 1.8 0.86 2.79 42
1776.7 1750.9 91.9 1.64 43.2 0.98 13.02 8.5 2.85 13.29 44
1776.7 1652.7 104.8 2.56 27.1 4.3 34.8 4.7 2.24 8.09 42
1776.7 1682.3 78.8 0.75 12.2 19.18 47.22 1.7 0.86 2.46 40
1776.7 1689.1 79 0.65 11.4 19.82 48.51 1.8 0.83 2.45 40
1776.7 1696.2 79.2 0.86 10.9 20.78 49.16 1.6 0.71 2.37 40
1776.7 1756.9 79.2 3.06 17.2 13.96 42.55 1.9 1.36 3.05 42
1776.7 1743.3 92 1.65 47.4 0.95 7.64 8.8 2.89 8.04 44
