fecha_exacta,dia,mes,media_de_espectadores,mensajes_del_chat,seguimientos,espectadores_maximos,minutos_de_emision,ingresos_por_suscripciones,ingresos_de_prime,ingresos_por_suscripciones_de_regalo,ingresos_por_bits,suscripciones_a_prime,total_de_suscripciones_de_pago,total_de_suscripciones_de_regalo
Fri Nov 26 2021,Fri,Nov,135.8,6075,90,296,342,0,0,3.311,1,0,0,0
Sat Nov 27 2021,Sat,Nov,117.71,216,31,133,13,2.107,0.7945,36.029,3,0,0,0
Sun Nov 28 2021,Sun,Nov,141.47,2504,143,260,142,5.222,0,2.821,0,0,0,0
Mon Nov 29 2021,Mon,Nov,513.86,5867,382,647,139,6.552,2.3835,2.5375,0.81,0,0,0
Tue Nov 30 2021,Tue,Nov,165.17,3699,179,293,326,4.62,0.7945,0,0.19,0,0,0
Wed Dec 01 2021,Wed,Dec,167.43,5798,121,454,285,4.957,5.7015,2.8455,0.37,0,0,0
Thu Dec 02 2021,Thu,Dec,234.67,3580,200,375,270,2.044,0.7945,0,0.01,0,0,0
Fri Dec 03 2021,Fri,Dec,758.05,8630,402,947,172,5.7715,4.893,6.368,4,0,0,0
Sat Dec 04 2021,Sat,Dec,158.58,1116,68,283,83,8.134,2.3835,6.37,5.89,0,0,0
Sun Dec 05 2021,Sun,Dec,277.76,2023,66,346,68,0.7175,0,0,0.38,0,0,0
Mon Dec 06 2021,Mon,Dec,325.95,2567,83,427,79,2.03,3.9725,0,10.19,0,0,0
Tue Dec 07 2021,Tue,Dec,291.44,3092,115,431,100,4.0285,3.178,1.946,7.98,0,0,0
Wed Dec 08 2021,Wed,Dec,76.35,3481,70,247,286,1.617,0.7945,0.84,0,0,0,0
Thu Dec 09 2021,Thu,Dec,135.49,1485,39,265,97,0,0.7945,0,0,0,0,0
Fri Dec 10 2021,Fri,Dec,41.66,637,22,64,60,0.889,2.4465,0.6125,0.6,0,0,0
Sat Dec 11 2021,Sat,Dec,38.14,899,50,184,222,0.7175,0.7945,6.0935,1.22,0,0,0
Sun Dec 12 2021,Sun,Dec,0,0,3,0,0,0,0,0,0,0,0,0
Mon Dec 13 2021,Mon,Dec,0,0,1,0,0,0.7455,0,0,0,0,0,0
Tue Dec 14 2021,Tue,Dec,0,0,5,0,0,0,0,0,0,0,0,0
Wed Dec 15 2021,Wed,Dec,0,0,2,0,0,0,0,0,0,0,0,0
Thu Dec 16 2021,Thu,Dec,0,2,2,0,0,1.456,0,0,0,0,0,0
Fri Dec 17 2021,Fri,Dec,84.16,2213,9,111,87,0.756,0,9.1665,7.96,0,0,0
Sat Dec 18 2021,Sat,Dec,0,0,0,0,0,0.742,0,0,0,0,0,0
Sun Dec 19 2021,Sun,Dec,22.34,1465,33,46,418,2.3555,0,0,0,0,0,0
Mon Dec 20 2021,Mon,Dec,21.91,25,3,29,34,0.7175,0.7945,0.609,0.01,0,0,0
Tue Dec 21 2021,Tue,Dec,0,0,2,0,0,0.7175,0,0,0,0,0,0
Wed Dec 22 2021,Wed,Dec,59.12,787,4,93,128,0.7245,0,0,0.2,0,0,0
Thu Dec 23 2021,Thu,Dec,0,0,0,0,0,0.728,0,0,0.03,0,0,0
Fri Dec 24 2021,Fri,Dec,0,0,0,0,0,0.7245,0,0,0,0,0,0
Sat Dec 25 2021,Sat,Dec,0,33,2,0,0,0.595,0,0,0,0,0,0
Sun Dec 26 2021,Sun,Dec,30.02,721,18,45,123,0,0,0,0,0,0,0
Mon Dec 27 2021,Mon,Dec,15.95,133,5,28,55,1.3195,0,1.785,8.4,0,0,0
Tue Dec 28 2021,Tue,Dec,0,0,1,0,0,1.3055,0,0,0,0,0,0
Wed Dec 29 2021,Wed,Dec,27.11,822,6,38,178,3.1255,0,0,0,0,0,0
Thu Dec 30 2021,Thu,Dec,20.56,1865,18,44,368,0.672,0,0,3.13,0,0,0
Fri Dec 31 2021,Fri,Dec,28.65,850,4,37,85,3.395,0,4.2245,0.22,0,0,0
Sat Jan 01 2022,Sat,Jan,26.88,956,9,35,112,0.665,0.9345,0,0,0,0,0
Sun Jan 02 2022,Sun,Jan,24.35,475,10,33,69,0.7105,0,8.2075,11.1,0,0,0
Mon Jan 03 2022,Mon,Jan,27.12,1571,27,59,281,4.6305,0,0,0.76,0,0,0
Tue Jan 04 2022,Tue,Jan,18.17,834,14,43,215,5.2185,0,0,1.5,0,0,0
Wed Jan 05 2022,Wed,Jan,18.91,544,10,29,117,2.2155,0,0,1.83,0,0,0
Thu Jan 06 2022,Thu,Jan,0,0,1,0,0,1.47,0,0,0,0,0,0
Fri Jan 07 2022,Fri,Jan,8.86,329,7,18,193,0.7245,0,0,1.2,0,0,0
Sat Jan 08 2022,Sat,Jan,27.09,268,5,34,46,2.5515,0,0,0,0,0,0
Sun Jan 09 2022,Sun,Jan,21.6,1271,15,32,235,1.26,0,0,4.42,0,0,0
Mon Jan 10 2022,Mon,Jan,43.83,1269,14,100,205,0,0,0,1.78,0,0,0
Tue Jan 11 2022,Tue,Jan,84.94,2983,36,179,317,2.093,3.9725,8.3055,32.08,0,0,0
Wed Jan 12 2022,Wed,Jan,28.06,801,17,41,125,1.267,0,0,0.6,0,0,0
Thu Jan 13 2022,Thu,Jan,14.01,373,12,27,103,0.763,0,0,2,0,0,0
Fri Jan 14 2022,Fri,Jan,0,0,5,0,0,0.763,0,0,0,0,0,0
Sat Jan 15 2022,Sat,Jan,15.09,343,6,25,118,0,0,0,0,0,0,0
Sun Jan 16 2022,Sun,Jan,20.5,369,14,31,112,1.5085,0,0,1.51,0,0,0
Mon Jan 17 2022,Mon,Jan,20.9,467,8,36,145,0.735,0.7945,0,0.53,0,0,0
Tue Jan 18 2022,Tue,Jan,34.3,462,10,85,160,0,0,0,3,0,0,0
Wed Jan 19 2022,Wed,Jan,15.69,536,14,30,284,1.68,0,0,0.5,0,0,0
Thu Jan 20 2022,Thu,Jan,23.65,746,24,38,268,0.777,0.7945,0,1.5,0,0,0
Fri Jan 21 2022,Fri,Jan,15.19,272,9,28,166,0,0,0,0.5,0,0,0
Sat Jan 22 2022,Sat,Jan,10.93,17,2,17,41,0.784,0,0,0.5,0,0,0
Sun Jan 23 2022,Sun,Jan,76.58,880,13,95,120,0.784,0,0,0,0,0,0
Mon Jan 24 2022,Mon,Jan,49.32,2854,19,147,317,1.3825,2.0125,5.992,8.5,0,0,0
Tue Jan 25 2022,Tue,Jan,46.99,879,11,72,150,0.693,0,0.6405,0.19,0,0,0
Wed Jan 26 2022,Wed,Jan,31.7,739,5,55,146,0,0.7945,0,0.5,0,0,0
Thu Jan 27 2022,Thu,Jan,14.9,246,12,25,116,0.777,0,0,0,0,0,0
Fri Jan 28 2022,Fri,Jan,17.57,21,4,20,7,1.386,0,0,0.06,0,0,0
Sat Jan 29 2022,Sat,Jan,0,0,3,0,0,3.227,0,0,0,0,0,0
Sun Jan 30 2022,Sun,Jan,0,0,2,0,0,0.6965,0,0,0,0,0,0
Mon Jan 31 2022,Mon,Jan,15.09,456,6,25,122,1.5015,0,0,0,0,0,0
Tue Feb 01 2022,Tue,Feb,14.72,24,5,20,42,0,0,0,0.05,0,0,0
Wed Feb 02 2022,Wed,Feb,37.96,576,6,60,101,0.763,0,0,0,0,0,0
Thu Feb 03 2022,Thu,Feb,10.07,186,8,17,280,2.1175,2.3835,0,0,0,0,0
Fri Feb 04 2022,Fri,Feb,12.54,295,6,20,142,3.857,0,0,0,0,0,0
Sat Feb 05 2022,Sat,Feb,9.7,52,2,16,77,0,0.7945,0,0.06,0,0,0
Sun Feb 06 2022,Sun,Feb,0,2,1,0,0,1.449,0,0,0,0,0,0
Mon Feb 07 2022,Mon,Feb,11.52,403,11,41,217,0.854,0,0,0.5,0,0,0
Tue Feb 08 2022,Tue,Feb,16.33,395,4,23,124,3.297,0,0,0.16,0,0,0
Wed Feb 09 2022,Wed,Feb,15.07,372,7,24,180,0,0,0,0.5,0,0,0
Thu Feb 10 2022,Thu,Feb,9.5,250,2,18,104,0,0,0,0,0,0,0
Fri Feb 11 2022,Fri,Feb,0,0,3,0,0,0,0.7945,0.798,0,0,0,0
Sat Feb 12 2022,Sat,Feb,22.01,798,2,32,88,0,0,0,0,0,0,0
Sun Feb 13 2022,Sun,Feb,17.13,240,2,24,59,0.7105,0,2.324,0,0,0,0
Mon Feb 14 2022,Mon,Feb,0,0,1,0,0,0,0,0,0,0,0,0
Tue Feb 15 2022,Tue,Feb,2.8,15,8,9,5,0,0,0,0,0,0,0
Wed Feb 16 2022,Wed,Feb,49.17,865,15,156,156,1.5435,0.7945,0,0,0,0,0
Thu Feb 17 2022,Thu,Feb,23.17,394,8,56,149,0,0,0,1.07,0,0,0
Fri Feb 18 2022,Fri,Feb,22.81,609,12,86,237,0,0,0,0.1,0,0,0
Sat Feb 19 2022,Sat,Feb,6.43,8,7,9,14,1.687,0,0,0,0,0,0
Sun Feb 20 2022,Sun,Feb,15.83,470,8,26,109,0.7805,0,0,0,0,0,0
Mon Feb 21 2022,Mon,Feb,62.56,731,25,88,77,2.4605,0,0,0.41,0,0,0
Tue Feb 22 2022,Tue,Feb,34.4,426,15,44,64,0.5355,0.7945,0,1,0,0,0
Wed Feb 23 2022,Wed,Feb,0,3,10,0,0,0,0,0,0,0,0,0
Thu Feb 24 2022,Thu,Feb,17.58,333,13,32,115,0,0,0,0.05,0,0,0
Fri Feb 25 2022,Fri,Feb,0,0,3,0,0,0,0,0,0,0,0,0
Sat Feb 26 2022,Sat,Feb,0,0,1,0,0,0,0,0,0,0,0,0
Sun Feb 27 2022,Sun,Feb,0,0,0,0,0,0.777,0,0,0,0,0,0
Mon Feb 28 2022,Mon,Feb,0,2,5,0,0,2.954,0,0,0,0,0,0
